x,y,z,z_var
5.75,-6.0,-0.38031115704563623,0.1210828660570924
-6.0,-5.75,0.8647543450062362,0.06779177617436938
-5.75,-5.75,0.3412776052459907,0.030453602688905512
-5.5,-5.75,-0.17492937064873249,0.014467551164895731
-5.25,-5.75,-0.5891309194521839,0.008771557168588906
-5.0,-5.75,-0.8261894703888503,0.006869569570077783
-4.75,-5.75,-0.8528773320714171,0.006134300975740414
-4.5,-5.75,-0.6891502513671498,0.005854497123279456
-4.25,-5.75,-0.40368027516117666,0.005830114051999402
-4.0,-5.75,-0.09429255291335842,0.005875705397668796
-3.75,-5.75,0.1406961099562745,0.005803180468980873
-3.5,-5.75,0.23102975381429944,0.005530961820356062
-3.25,-5.75,0.15390070049967322,0.005148285889637894
-3.0,-5.75,-0.061584608067579094,0.004821593066130614
-2.75,-5.75,-0.3455900020706896,0.004613885548808483
-2.5,-5.75,-0.6102451653288347,0.004447561838448522
-2.25,-5.75,-0.7765537301431267,0.004256334939113149
-2.0,-5.75,-0.7974906431409088,0.004092778279660925
-1.75,-5.75,-0.6708537896655034,0.004042294673294089
-1.5,-5.75,-0.4386354328946509,0.004094442545304
-1.25,-5.75,-0.17353800592867757,0.0041564144013899185
-1.0,-5.75,0.04320164760160877,0.004158915430399146
-0.75,-5.75,0.14615535631447385,0.004101535272594381
-0.5,-5.75,0.10511756321107574,0.004017905140299316
-0.25,-5.75,-0.06609088058391904,0.003942463882733005
0.0,-5.75,-0.3140345388600098,0.003904704313286267
0.25,-5.75,-0.5619961374825149,0.00391853443955803
0.5,-5.75,-0.7333490632244771,0.00396625326547051
0.75,-5.75,-0.7749162581945354,0.004006966523409039
1.0,-5.75,-0.6732105175228394,0.004010647028124259
1.25,-5.75,-0.4585854082342393,0.003985895057750488
1.5,-5.75,-0.19601961535585655,0.003973705830659036
1.75,-5.75,0.03463501223890042,0.004013897647859865
2.0,-5.75,0.1628943135365749,0.004129963899683897
2.25,-5.75,0.14901832153900985,0.004361763585822409
2.5,-5.75,-0.0038479139470193324,0.0047822802364261285
2.75,-5.75,-0.25026079949044955,0.005404841494881518
3.0,-5.75,-0.5154824566264706,0.006048302178402132
3.25,-5.75,-0.7170428440839238,0.006380035126875683
3.5,-5.75,-0.7886669711770204,0.006190479369751367
3.75,-5.75,-0.6997888095567293,0.005628217820207393
4.0,-5.75,-0.46510297017850066,0.0051369178395266335
4.25,-5.75,-0.14133505105360056,0.005196874288759146
4.5,-5.75,0.18799363088011395,0.006142755882597939
4.75,-5.75,0.4354897413425284,0.008164999504283621
5.0,-5.75,0.5337672770614992,0.011642803955287384
5.25,-5.75,0.4531692792476313,0.01828415068856537
5.5,-5.75,0.20818701244446136,0.03318737051259202
5.75,-5.75,-0.1488247402934499,0.0663771395808872
-6.0,-5.5,0.17327589310199576,0.04373557821205498
-5.75,-5.5,-0.21310924518303076,0.015235816050380935
-5.5,-5.5,-0.5553411727934707,0.0046890038866620465
-5.25,-5.5,-0.7845842754478062,0.0018219607905647361
-5.0,-5.5,-0.8547771946603263,0.0012439224359364065
-4.75,-5.5,-0.7581513745089277,0.0010885941180867054
-4.5,-5.5,-0.5302489665370781,0.001009302226604003
-4.25,-5.5,-0.24170711563230676,0.0009931218550474075
-4.0,-5.5,0.021302882616694746,0.0010147385650107754
-3.75,-5.5,0.18195714212297154,0.0010202453131291644
-3.5,-5.5,0.19499894900846707,0.0009707090337478519
-3.25,-5.5,0.059270893929576726,0.0008846731788465512
-3.0,-5.5,-0.1830981547505654,0.0008188456891744522
-2.75,-5.5,-0.46013441152401047,0.0007928459824890766
-2.5,-5.5,-0.6915884668076122,0.000768148788942824
-2.25,-5.5,-0.8120661380534152,0.0007153807513369248
-2.0,-5.5,-0.7891643926152424,0.0006606252379794952
-1.75,-5.5,-0.6318295877802479,0.0006424090958276896
-1.5,-5.5,-0.3870109997531527,0.0006564821258183695
-1.25,-5.5,-0.12584115995022244,0.0006692920180702
-1.0,-5.5,0.07669587483493889,0.000663812309216194
-0.75,-5.5,0.16296382137902787,0.0006478881424900607
-0.5,-5.5,0.10887948516569163,0.0006316746428953746
-0.25,-5.5,-0.06938647881631677,0.0006189368370423942
0.0,-5.5,-0.3201115827478327,0.0006140629641389062
0.25,-5.5,-0.5708355353128125,0.0006205543256827539
0.5,-5.5,-0.7491174140750969,0.0006331482588710635
0.75,-5.5,-0.8033305436954564,0.0006405476502795437
1.0,-5.5,-0.7175213032796883,0.0006368833440293376
1.25,-5.5,-0.5160203673351325,0.0006280604173727333
1.5,-5.5,-0.2564463813787959,0.0006266204191618385
1.75,-5.5,-0.013132501907548277,0.0006396418934173642
2.0,-5.5,0.14419207610394197,0.0006658013239424498
2.25,-5.5,0.1702950829855916,0.0007145693192887048
2.5,-5.5,0.05726399393784587,0.0008215810687073333
2.75,-5.5,-0.16322484731264741,0.0010118058911370298
3.0,-5.5,-0.4286283705486854,0.0012312847594506682
3.25,-5.5,-0.6627008555619502,0.0013511561613201994
3.5,-5.5,-0.7964021672256391,0.0012811604704032753
3.75,-5.5,-0.7869658125856548,0.0010719879337395266
4.0,-5.5,-0.6300133407366423,0.00088599707320558
4.25,-5.5,-0.36131783865954453,0.0008853947734857037
4.5,-5.5,-0.04749903363581007,0.0011502606060147524
4.75,-5.5,0.23195983420107588,0.0016671463696138478
5.0,-5.5,0.40629112379966953,0.0025825480966576997
5.25,-5.5,0.4322352555730882,0.005271399437446034
5.5,-5.5,0.30443287631192334,0.014455241895903415
5.75,-5.5,0.05456646787057966,0.040068059237796216
-6.0,-5.25,-0.42347250147692383,0.031527463692890834
-5.75,-5.25,-0.6504142120264008,0.00929783318648969
-5.5,-5.25,-0.8070705330145904,0.0019229305784786987
-5.25,-5.25,-0.8538128250073852,0.0002886760661533483
-5.0,-5.25,-0.7741869063347657,0.00011026760632582011
-4.75,-5.25,-0.5831882905077611,0.0001012855249893363
-4.5,-5.25,-0.32650057562806345,8.509153245084278e-05
-4.25,-5.25,-0.06985571369222707,7.778344998055076e-05
-4.0,-5.25,0.11874410093110721,8.3736831206771e-05
-3.75,-5.25,0.18846115459359786,9.336865935227756e-05
-3.5,-5.25,0.12048430023416833,9.248635116110293e-05
-3.25,-5.25,-0.06638860333890208,8.03979546359912e-05
-3.0,-5.25,-0.3210516599724267,7.28804308494091e-05
-2.75,-5.25,-0.5744459319408737,7.663801409174553e-05
-2.5,-5.25,-0.7585746200917868,7.836773943203923e-05
-2.25,-5.25,-0.8247657732743842,6.801160053537814e-05
-2.0,-5.25,-0.7563359951242922,5.4805619833508956e-05
-1.75,-5.25,-0.5725497781830575,5.108195213265887e-05
-1.5,-5.25,-0.32310724881052033,5.452424936813749e-05
-1.25,-5.25,-0.07476828821395781,5.560962474548958e-05
-1.0,-5.25,0.10635506164413891,5.244176338781159e-05
-0.75,-5.25,0.17224081518460238,4.948638110335857e-05
-0.5,-5.25,0.10560060140061825,4.8342401114620515e-05
-0.25,-5.25,-0.07558649108796955,4.755544112367005e-05
0.0,-5.25,-0.3228585184076588,4.742068169694136e-05
0.25,-5.25,-0.5701394758059993,4.899181401518682e-05
0.5,-5.25,-0.7513189241838643,5.0888455333186755e-05
0.75,-5.25,-0.8178961490680667,5.081566380948921e-05
1.0,-5.25,-0.7519756164381803,4.867084329651661e-05
1.25,-5.25,-0.5710870748632956,4.6691706827584056e-05
1.5,-5.25,-0.32347850615384877,4.754341333423895e-05
1.75,-5.25,-0.07513858286931552,5.160700375372862e-05
2.0,-5.25,0.1078929092327845,5.586587367534257e-05
2.25,-5.25,0.177083332633577,5.9873361255791124e-05
2.5,-5.25,0.1141274759345039,7.402629820996154e-05
2.75,-5.25,-0.0644085112051973,0.0001114796497660997
3.0,-5.25,-0.31150262480234725,0.00016374882832681514
3.25,-5.25,-0.5618208256343342,0.00019553224433055405
3.5,-5.25,-0.7484669756928527,0.0001784506247084483
3.75,-5.25,-0.8202223261714892,0.00012467350519473896
4.0,-5.25,-0.7550097162673619,7.728749436086702e-05
4.25,-5.25,-0.5660298497130797,7.471762606003907e-05
4.5,-5.25,-0.2986256548384609,0.00012055835128954584
4.75,-5.25,-0.018320273809300014,0.00017195732489105886
5.0,-5.25,0.20686256252585788,0.00033289063131825003
5.25,-5.25,0.3246619327977889,0.0017766021049456793
5.5,-5.25,0.3118585196230923,0.008724479438302346
5.75,-5.25,0.17858113374519866,0.030456589169010728
-6.0,-5.0,-0.8283501866510898,0.024756930057119764
-5.75,-5.0,-0.8977798686257111,0.0067731787354623485
-5.5,-5.0,-0.8866446524821727,0.0012276687881276338
-5.25,-5.0,-0.7833680912229406,0.00010780349620809204
-5.0,-5.0,-0.5968950787370243,3.0916414854864627e-06
-4.75,-5.0,-0.35842074201318863,4.175904325220969e-06
-4.5,-5.0,-0.11628931813491564,2.255369034864785e-06
-4.25,-5.0,0.07528009497017121,1.364640922707494e-06
-4.0,-5.0,0.1705987830097597,2.3757242071376083e-06
-3.75,-5.0,0.1456070201288202,5.415022104049427e-06
-3.5,-5.0,0.00545211840982926,6.937049077837543e-06
-3.25,-5.0,-0.21591502182617667,4.778255354054295e-06
-3.0,-5.0,-0.46404045115653036,2.8579546498264108e-06
-2.75,-5.0,-0.6777263855091636,4.051990735831623e-06
-2.5,-5.0,-0.8044096685390356,5.39746505423544e-06
-2.25,-5.0,-0.8131444197189577,4.078841946641987e-06
-2.0,-5.0,-0.7020421606338747,1.975922851116252e-06
-1.75,-5.0,-0.49852840715583835,1.6881148765524046e-06
-1.5,-5.0,-0.252505594102979,2.5083259602709518e-06
-1.25,-5.0,-0.024134502286965953,2.509195546007703e-06
-1.0,-5.0,0.13082270357551637,1.757755226261537e-06
-0.75,-5.0,0.17457145577058628,1.4087360979964103e-06
-0.5,-5.0,0.09647818242873929,1.4849878848810505e-06
-0.25,-5.0,-0.08434966605007832,1.432064349327078e-06
0.0,-5.0,-0.3237213082819674,1.412792142829744e-06
0.25,-5.0,-0.5631232704001039,1.6506120550374703e-06
0.5,-5.0,-0.743983505988117,1.79243312325994e-06
0.75,-5.0,-0.8219986868833695,1.6367704311903708e-06
1.0,-5.0,-0.7780366338570037,1.3815049659804401e-06
1.25,-5.0,-0.6228935800172212,1.130462578213809e-06
1.5,-5.0,-0.3946490559923045,1.100385542462945e-06
1.75,-5.0,-0.1492246511060844,1.7554546329900944e-06
2.0,-5.0,0.053460659836406244,2.7221254235154646e-06
2.25,-5.0,0.16418639928329337,2.824894354880314e-06
2.5,-5.0,0.15628402117712314,2.836813944639971e-06
2.75,-5.0,0.03184640134275463,6.0533716625954526e-06
3.0,-5.0,-0.17896509593160626,1.3100636229834706e-05
3.25,-5.0,-0.4251360057574551,1.8524013332354983e-05
3.5,-5.0,-0.6468335143237112,1.6651160297920242e-05
3.75,-5.0,-0.7896606702702801,9.025182998056991e-06
4.0,-5.0,-0.818000365988552,2.5477049687694375e-06
4.25,-5.0,-0.7241989577765466,2.601033434634914e-06
4.5,-5.0,-0.5308899540965051,6.081404116509148e-06
4.75,-5.0,-0.28525101740721315,3.1037945291689795e-06
5.0,-5.0,-0.04630718488989513,0.0001393939334985994
5.25,-5.0,0.13117985639321333,0.0014895253620370585
5.5,-5.0,0.211249392795679,0.00782387981199606
5.75,-5.0,0.1850947582353475,0.027638751835486364
-6.0,-4.75,-0.9892663413324952,0.020604997320562868
-5.75,-4.75,-0.9271350892478939,0.005375805833500502
-5.5,-4.75,-0.7915442110021822,0.0009349275109038491
-5.25,-4.75,-0.5936141917777715,8.653356056798067e-05
-5.0,-4.75,-0.3596842395719273,4.184887042901764e-06
-4.75,-4.75,-0.1281754421712644,1.925522127077528e-06
-4.5,-4.75,0.05777721284473501,2.2923694369403336e-06
-4.25,-4.75,0.16038549908713662,2.81719740780062e-06
-4.0,-4.75,0.15719265849955966,2.692584036179113e-06
-3.75,-4.75,0.047905328652350726,3.1440588288411675e-06
-3.5,-4.75,-0.14418810596423254,3.370322731122144e-06
-3.25,-4.75,-0.37683630047525923,2.3311512244994503e-06
-3.0,-4.75,-0.5982968033039877,1.1238123769352626e-06
-2.75,-4.75,-0.7591590272919921,9.099922881894429e-07
-2.5,-4.75,-0.8235530183130855,1.2335976640187596e-06
-2.25,-4.75,-0.7771447078847361,1.2364133099573849e-06
-2.0,-4.75,-0.6302303113459745,9.60638100622191e-07
-1.75,-4.75,-0.41537762384026566,9.93778256130895e-07
-1.5,-4.75,-0.18019462399066474,1.4512073207573195e-06
-1.25,-4.75,0.023202576474379566,1.7743610982723368e-06
-1.0,-4.75,0.14973599950143504,1.5712618937069323e-06
-0.75,-4.75,0.1713707878874277,1.1162811157650054e-06
-0.5,-4.75,0.08332922270437401,8.330754523999673e-07
-0.25,-4.75,-0.09487759082416083,8.356470087012013e-07
0.0,-4.75,-0.32379736838216255,9.819926409804225e-07
0.25,-4.75,-0.5527581277715037,1.0371983989454492e-06
0.5,-4.75,-0.7310376531516012,9.72059489789956e-07
0.75,-4.75,-0.8190707582909578,1.0389601821092498e-06
1.0,-4.75,-0.7972685832398305,1.2864094303122187e-06
1.25,-4.75,-0.6704681928583405,1.3739667186207782e-06
1.5,-4.75,-0.4669158416273081,1.1487082556271844e-06
1.75,-4.75,-0.23191859702550027,9.805478657920474e-07
2.0,-4.75,-0.017613837998555204,1.1828604984387425e-06
2.25,-4.75,0.12870442642992486,1.4566202328758493e-06
2.5,-4.75,0.17496576855694568,1.4228220619472154e-06
2.75,-4.75,0.11115388170539331,1.346836552285069e-06
3.0,-4.75,-0.04868024849208852,1.6489717429291062e-06
3.25,-4.75,-0.2694335081602123,2.0824296935728626e-06
3.5,-4.75,-0.5023716877989303,2.109079316081619e-06
3.75,-4.75,-0.6956962219414263,1.7786479207249073e-06
4.0,-4.75,-0.8063564919064476,1.5010300715712077e-06
4.25,-4.75,-0.8105435124358403,1.4441109861262902e-06
4.5,-4.75,-0.7099742427029248,1.963500903423565e-06
4.75,-4.75,-0.5316445815443928,1.6359398547827197e-05
5.0,-4.75,-0.32045545868790226,0.00021578070872263488
5.25,-4.75,-0.12656528798693956,0.001589020687879028
5.5,-4.75,0.008567347701601447,0.007532095885977919
5.75,-4.75,0.06282620233436975,0.025870045891433158
-6.0,-4.5,-0.9139568617830661,0.018262457552709277
-5.75,-4.5,-0.7642457257393666,0.00457225841400799
-5.5,-4.5,-0.5629745647686595,0.0007490132463185972
-5.25,-4.5,-0.33567940789516515,6.219614132740858e-05
-5.0,-4.5,-0.11617974818757626,2.1558937495225194e-06
-4.75,-4.5,0.059166638197764646,1.1462554541097347e-06
-4.5,-4.5,0.15888747684927998,1.3900500595021015e-06
-4.25,-4.5,0.1637676686513833,1.357089878473161e-06
-4.0,-4.5,0.07213796195677358,1.0065031221806464e-06
-3.75,-4.5,-0.09857665389810505,1.1832282340584754e-06
-3.5,-4.5,-0.3147210371890804,1.2993759190838006e-06
-3.25,-4.5,-0.533108889363754,9.51698559070735e-07
-3.0,-4.5,-0.7099327519445338,6.443850768533821e-07
-2.75,-4.5,-0.8097703882576137,7.401503461235137e-07
-2.5,-4.5,-0.8127143609334848,1.029037487665363e-06
-2.25,-4.5,-0.7182426638663629,1.101018043181412e-06
-2.0,-4.5,-0.5452095104795653,9.219441006180773e-07
-1.75,-4.5,-0.3280645945676569,9.715667046439336e-07
-1.5,-4.5,-0.1100408776755151,1.496631437003515e-06
-1.25,-4.5,0.06541701918299367,1.962760869833602e-06
-1.0,-4.5,0.16332934269907554,1.8114850157679996e-06
-0.75,-4.5,0.16420239207092896,1.266863666637974e-06
-0.5,-4.5,0.06792277599083975,8.870803778204817e-07
-0.25,-4.5,-0.10627736312623845,8.441372247869339e-07
0.0,-4.5,-0.3237207778125085,9.309627391207442e-07
0.25,-4.5,-0.541191600912783,9.219058181297868e-07
0.5,-4.5,-0.7154566748785712,8.163485307743912e-07
0.75,-4.5,-0.8117858038294812,7.737195535373331e-07
1.0,-4.5,-0.8108765803515239,8.494131182867903e-07
1.25,-4.5,-0.712815782624051,9.582727686918702e-07
1.5,-4.5,-0.5371776756437991,1.0442820421729948e-06
1.75,-4.5,-0.3191079901754136,1.0973820152582192e-06
2.0,-4.5,-0.1021661134494023,1.0622544828198244e-06
2.25,-4.5,0.07049624391423648,9.044924220713568e-07
2.5,-4.5,0.16468896056588989,7.622162980780445e-07
2.75,-4.5,0.16177007678429667,8.082728784053472e-07
3.0,-4.5,0.06218407024341355,9.69372369041821e-07
3.25,-4.5,-0.11449661202632411,1.0340528302510421e-06
3.5,-4.5,-0.33306260506794555,9.17670802236259e-07
3.75,-4.5,-0.5494233389434577,7.799627577131929e-07
4.0,-4.5,-0.7198418355500342,8.977182748282075e-07
4.25,-4.5,-0.8109874399164219,1.1530034527140742e-06
4.5,-4.5,-0.8082461398304728,1.6189797558130437e-06
4.75,-4.5,-0.7195053165086677,1.5270220097729492e-05
5.0,-4.5,-0.5726384648855317,0.00019161085928498522
5.25,-4.5,-0.40703730221225626,0.0013967217866304171
5.5,-4.5,-0.2618831902043039,0.006694003903443768
5.75,-4.5,-0.16522299873632634,0.023388742903915904
-6.0,-4.25,-0.667500938549651,0.017643563218277203
-5.75,-4.25,-0.4820207340227304,0.004355827590520667
-5.5,-4.25,-0.2756285364388824,0.0006924262084959665
-5.25,-4.25,-0.07901887407204844,5.180003475957484e-05
-5.0,-4.25,0.07602887157362448,1.3503233555756111e-06
-4.75,-4.25,0.16270711371573282,1.3892135164450536e-06
-4.5,-4.25,0.16482188833821165,1.134296272464752e-06
-4.25,-4.25,0.08069516606097915,8.872564412065742e-07
-4.0,-4.25,-0.07571695062564543,6.112570511973558e-07
-3.75,-4.25,-0.2769295962620413,6.835755932410592e-07
-3.5,-4.25,-0.48690888347386085,7.280563205647184e-07
-3.25,-4.25,-0.6678503095658721,6.521924837965543e-07
-3.0,-4.25,-0.7872646790062086,6.863021768666044e-07
-2.75,-4.25,-0.8239012771878134,8.284900607780088e-07
-2.5,-4.25,-0.7714312316327399,9.534726668203319e-07
-2.25,-4.25,-0.6393762295860287,9.491012280538058e-07
-2.0,-4.25,-0.4512904175529062,8.28659030949197e-07
-1.75,-4.25,-0.24059050927561745,8.448548625139551e-07
-1.5,-4.25,-0.044711587913255496,1.1581874501676026e-06
-1.25,-4.25,0.10149053713461845,1.491418314847337e-06
-1.0,-4.25,0.1719733590435133,1.5043963854655118e-06
-0.75,-4.25,0.15421734923343744,1.2629161718624715e-06
-0.5,-4.25,0.05147493155788195,1.0260763239067217e-06
-0.25,-4.25,-0.1178805405032482,8.973794036748473e-07
0.0,-4.25,-0.32372426201214516,8.585092590163157e-07
0.25,-4.25,-0.5295603273732037,8.709165359999105e-07
0.5,-4.25,-0.6989177077479755,8.744717703290661e-07
0.75,-4.25,-0.8017056769235222,8.245505247472806e-07
1.0,-4.25,-0.8195279729973842,7.576432963229962e-07
1.25,-4.25,-0.7490571075499312,7.703829476568558e-07
1.5,-4.25,-0.6027727402981999,9.058800416461565e-07
1.75,-4.25,-0.4067805116494481,1.0816688460479895e-06
2.0,-4.25,-0.19605121014283072,1.132869499764766e-06
2.25,-4.25,-0.008054055047038822,9.676386727441866e-07
2.5,-4.25,0.1238971390476914,7.318263453015561e-07
2.75,-4.25,0.17636890759154977,6.596531911817749e-07
3.0,-4.25,0.13979886987652412,7.51955421707251e-07
3.25,-4.25,0.020328567902433203,8.248789968856585e-07
3.5,-4.25,-0.16081900862784093,7.488491577944956e-07
3.75,-4.25,-0.37071900689112025,6.65801099364316e-07
4.0,-4.25,-0.5709254787368763,1.0116735262855059e-06
4.25,-4.25,-0.7257029252557256,1.8507473866780089e-06
4.5,-4.25,-0.8104382250956608,2.359482619507247e-06
4.75,-4.25,-0.8176051390969564,6.973573661417376e-06
5.0,-4.25,-0.7579716727181087,0.00012137297490388832
5.25,-4.25,-0.656296649403006,0.0010686385655394037
5.5,-4.25,-0.5429294398742045,0.005605931868029046
5.75,-4.25,-0.4444099716619897,0.020621245755812145
-6.0,-4.0,-0.35275799136988584,0.018790459500774626
-5.75,-4.0,-0.1795612243238252,0.004806855753036965
-5.5,-4.0,-0.017046770135040384,0.0008157664731529568
-5.25,-4.0,0.1070910178009527,7.112156683741766e-05
-5.0,-4.0,0.17018435959611622,2.2554706216038056e-06
-4.75,-4.0,0.15913583138932078,1.2897051748783639e-06
-4.5,-4.0,0.07319154649115611,9.712908886072569e-07
-4.25,-4.0,-0.07559591192512827,8.801220479082161e-07
-4.0,-4.0,-0.26427719614725015,7.030085671377861e-07
-3.75,-4.0,-0.46290153309200177,6.060048873823831e-07
-3.5,-4.0,-0.639648047255917,6.334921578421415e-07
-3.25,-4.0,-0.7662238687219126,8.436522662691459e-07
-3.0,-4.0,-0.8225392174947135,1.1249066407259534e-06
-2.75,-4.0,-0.7998661648890506,1.1688234820006471e-06
-2.5,-4.0,-0.7020432139143933,9.742639639487294e-07
-2.25,-4.0,-0.544678362222454,7.97585390177602e-07
-2.0,-4.0,-0.35260779124610064,7.135922985845866e-07
-1.75,-4.0,-0.1560422121574905,6.527477838247364e-07
-1.5,-4.0,0.014073713507804037,6.553805353970432e-07
-1.25,-4.0,0.13087643622875977,7.574578921865083e-07
-1.0,-4.0,0.17586610842926176,8.530339776768869e-07
-0.75,-4.0,0.14192458256448726,8.633533798985127e-07
-0.5,-4.0,0.0344846009264351,8.272640408257814e-07
-0.25,-4.0,-0.12938821900347475,7.854241217408742e-07
0.0,-4.0,-0.323800219398266,7.533164509965218e-07
0.25,-4.0,-0.5181646271743362,7.577382530321586e-07
0.5,-4.0,-0.6819546062399655,7.834344972756924e-07
0.75,-4.0,-0.7893862873704375,7.740306546821785e-07
1.0,-4.0,-0.8234237153358658,7.371064620897982e-07
1.25,-4.0,-0.7785436768254385,7.330381324166524e-07
1.5,-4.0,-0.6617523197376987,7.787296554262468e-07
1.75,-4.0,-0.49154062136954285,8.630768875139694e-07
2.0,-4.0,-0.2948685981715782,9.437884178620237e-07
2.25,-4.0,-0.10275532706950924,9.181547959702385e-07
2.5,-4.0,0.05463479455614734,7.819319400859115e-07
2.75,-4.0,0.15255803381873712,6.942700681022984e-07
3.0,-4.0,0.17536519809550616,7.517590279171316e-07
3.25,-4.0,0.11901350650889125,8.557799007213873e-07
3.5,-4.0,-0.00785719143775454,8.121476486877555e-07
3.75,-4.0,-0.18476398801309535,6.731023645123457e-07
4.0,-4.0,-0.3826400564029302,8.375061966159336e-07
4.25,-4.0,-0.5694925954981706,1.4759328130775629e-06
4.5,-4.0,-0.7174114611373007,2.1474667908361056e-06
4.75,-4.0,-0.8089007062278785,2.752543413198083e-06
5.0,-4.0,-0.8402931144952386,7.374870155163471e-05
5.25,-4.0,-0.820914845570454,0.0008160487583113163
5.5,-4.0,-0.768356482899761,0.0047269230402327
5.75,-4.0,-0.7018140722712762,0.01834715806203202
-6.0,-3.75,-0.07981049856057743,0.021505577440357193
-5.75,-3.75,0.04658691712637292,0.005922561555323114
-5.5,-3.75,0.13714764160017787,0.0011514556358802608
-5.25,-3.75,0.17262202939236,0.00013614278466889118
-5.0,-3.75,0.142835200543185,7.953429284501823e-06
-4.75,-3.75,0.04870841783025737,1.0378415455924994e-06
-4.5,-3.75,-0.09803033158020064,7.67590263794915e-07
-4.25,-3.75,-0.2770981958767272,7.659538023840895e-07
-4.0,-3.75,-0.4631703871094275,6.943658792391005e-07
-3.75,-3.75,-0.6299014123875836,5.912405425245737e-07
-3.5,-3.75,-0.753826869755593,6.769803375661354e-07
-3.25,-3.75,-0.8176685318168676,1.0908227752182142e-06
-3.0,-3.75,-0.8126756039587795,1.5663320036551909e-06
-2.75,-3.75,-0.7397364438972807,1.6280074435215397e-06
-2.5,-3.75,-0.6091419949996021,1.2724542219899604e-06
-2.25,-3.75,-0.43907509066861383,9.225011798896787e-07
-2.0,-3.75,-0.253078836995546,7.663731735885193e-07
-1.75,-3.75,-0.07686304340093428,6.653713986448651e-07
-1.5,-3.75,0.06516095698143111,5.813118493236402e-07
-1.25,-3.75,0.15321919125350122,5.802515543607001e-07
-1.0,-3.75,0.17496787685472687,5.968270284650856e-07
-0.75,-3.75,0.12731210385663444,5.801335214439263e-07
-0.5,-3.75,0.016903212268521154,6.133779002492901e-07
-0.25,-3.75,-0.14081774576082898,6.983117109005121e-07
0.0,-3.75,-0.3238670187482064,7.250883036213907e-07
0.25,-3.75,-0.5068431846046985,6.839201547315099e-07
0.5,-3.75,-0.6644223396026236,6.484734740297426e-07
0.75,-3.75,-0.7747686503616182,6.41864039918616e-07
1.0,-3.75,-0.8224987092310642,6.648287713684198e-07
1.25,-3.75,-0.8008694989149507,7.065706633113678e-07
1.5,-3.75,-0.7128430976887933,7.296761164177212e-07
1.75,-3.75,-0.5707412724044184,7.519842384340336e-07
2.0,-3.75,-0.394443638245294,7.968785449286031e-07
2.25,-3.75,-0.20844900337945899,7.935179939799752e-07
2.5,-3.75,-0.038401673535239766,7.340583128012668e-07
2.75,-3.75,0.09230770013926654,7.461152236043489e-07
3.0,-3.75,0.16550311021944414,8.846515104909969e-07
3.25,-3.75,0.1706350114497993,1.0246847295114492e-06
3.5,-3.75,0.106529295343823,9.533695535246522e-07
